Survey_region Science_region Common_area M6_%TD_Region
time_domain_TDS_Carina Lian_Carina 3.514542139321761 6.454720616570328
time_domain_TDS_W43 Lian_Carina 0.0 0.0
time_domain_TDS_Serpens_W40 Lian_Carina 0.0 0.0
time_domain_TDS_Galactic_Center_Q4 Daylan_NGC869 0.0 0.0
time_domain_TDS_Galactic_Center_Q1 Daylan_NGC869 0.0 0.0
time_domain_TDS_NGC6334_6357 Daylan_NGC869 0.0 0.0
time_domain_TDS_Carina Daylan_NGC869 0.0 0.0
time_domain_TDS_W43 Daylan_NGC869 0.0 0.0
time_domain_TDS_Serpens_W40 Daylan_NGC869 0.0 0.0
time_domain_TDS_Galactic_Center_Q4 Daylan_King7 0.0 0.0
time_domain_TDS_Galactic_Center_Q1 Daylan_King7 0.0 0.0
time_domain_TDS_NGC6334_6357 Daylan_King7 0.0 0.0
time_domain_TDS_Carina Daylan_King7 0.0 0.0
time_domain_TDS_W43 Daylan_King7 0.0 0.0
time_domain_TDS_Serpens_W40 Daylan_King7 0.0 0.0
time_domain_TDS_Galactic_Center_Q4 Daylan_NGC2099 0.0 0.0
time_domain_TDS_Galactic_Center_Q1 Daylan_NGC2099 0.0 0.0
time_domain_TDS_NGC6334_6357 Daylan_NGC2099 0.0 0.0
time_domain_TDS_Carina Daylan_NGC2099 0.0 0.0
time_domain_TDS_W43 Daylan_NGC2099 0.0 0.0
time_domain_TDS_Serpens_W40 Daylan_NGC2099 0.0 0.0
time_domain_TDS_Galactic_Center_Q4 Daylan_NGC2158 0.0 0.0
time_domain_TDS_Galactic_Center_Q1 Daylan_NGC2158 0.0 0.0
time_domain_TDS_NGC6334_6357 Daylan_NGC2158 0.0 0.0
time_domain_TDS_Carina Daylan_NGC2158 0.0 0.0
time_domain_TDS_W43 Daylan_NGC2158 0.0 0.0
time_domain_TDS_Serpens_W40 Daylan_NGC2158 0.0 0.0
time_domain_TDS_Galactic_Center_Q4 Daylan_Berkeley53 0.0 0.0
time_domain_TDS_Galactic_Center_Q1 Daylan_Berkeley53 0.0 0.0
time_domain_TDS_NGC6334_6357 Daylan_Berkeley53 0.0 0.0
time_domain_TDS_Carina Daylan_Berkeley53 0.0 0.0
time_domain_TDS_W43 Daylan_Berkeley53 0.0 0.0
time_domain_TDS_Serpens_W40 Daylan_Berkeley53 0.0 0.0
time_domain_TDS_Galactic_Center_Q4 Morihana2_CVs1 0.0 0.0
time_domain_TDS_Galactic_Center_Q1 Morihana2_CVs1 0.0 0.0
time_domain_TDS_NGC6334_6357 Morihana2_CVs1 0.0 0.0
time_domain_TDS_Carina Morihana2_CVs1 0.0 0.0
time_domain_TDS_W43 Morihana2_CVs1 0.0 0.0
time_domain_TDS_Serpens_W40 Morihana2_CVs1 0.0 0.0
time_domain_TDS_Galactic_Center_Q4 Morihana2_CVs2 0.0 0.0
time_domain_TDS_Galactic_Center_Q1 Morihana2_CVs2 0.0 0.0
time_domain_TDS_NGC6334_6357 Morihana2_CVs2 0.0 0.0
time_domain_TDS_Carina Morihana2_CVs2 0.0 0.0
time_domain_TDS_W43 Morihana2_CVs2 3.986644814753042 5.255878284923928
time_domain_TDS_Serpens_W40 Morihana2_CVs2 0.0 0.0
time_domain_TDS_Galactic_Center_Q4 Paladini2_Paladini2 0.0 0.0
time_domain_TDS_Galactic_Center_Q1 Paladini2_Paladini2 0.0 0.0
time_domain_TDS_NGC6334_6357 Paladini2_Paladini2 0.0 0.0
time_domain_TDS_Carina Paladini2_Paladini2 0.0 0.0
time_domain_TDS_W43 Paladini2_Paladini2 0.0 0.0
time_domain_TDS_Serpens_W40 Paladini2_Paladini2 11.59274347447924 34.210526315789465
time_domain_TDS_all_fields DAmmando_DAmmando_catalog 0.0 0.0
time_domain_TDS_Galactic_Center_Q4 Pardo_-90deg 0.0 0.0
time_domain_TDS_Galactic_Center_Q1 Pardo_-90deg 0.0 0.0
time_domain_TDS_NGC6334_6357 Pardo_-90deg 0.0 0.0
time_domain_TDS_Carina Pardo_-90deg 0.0 0.0
time_domain_TDS_W43 Pardo_-90deg 0.0 0.0
time_domain_TDS_Serpens_W40 Pardo_-90deg 0.0 0.0
time_domain_TDS_Galactic_Center_Q4 Pardo_90deg 0.0 0.0
time_domain_TDS_Galactic_Center_Q1 Pardo_90deg 0.0 0.0
time_domain_TDS_NGC6334_6357 Pardo_90deg 0.0 0.0
time_domain_TDS_Carina Pardo_90deg 0.0 0.0
time_domain_TDS_W43 Pardo_90deg 0.0 0.0
time_domain_TDS_Serpens_W40 Pardo_90deg 0.0 0.0
time_domain_TDS_Galactic_Center_Q4 Navarro_ulens1 4.458747490184323 9.004237288135593
time_domain_TDS_Galactic_Center_Q1 Navarro_ulens1 3.514542139321761 7.0974576271186445
time_domain_TDS_NGC6334_6357 Navarro_ulens1 3.3047187280189694 6.673728813559323
time_domain_TDS_Carina Navarro_ulens1 0.0 0.0
time_domain_TDS_W43 Navarro_ulens1 0.0 0.0
time_domain_TDS_Serpens_W40 Navarro_ulens1 0.0 0.0
time_domain_TDS_Galactic_Center_Q4 Benecchi_Benecchi1 0.0 0.0
time_domain_TDS_Galactic_Center_Q1 Benecchi_Benecchi1 0.0 0.0
time_domain_TDS_NGC6334_6357 Benecchi_Benecchi1 0.0 0.0
time_domain_TDS_Carina Benecchi_Benecchi1 0.0 0.0
time_domain_TDS_W43 Benecchi_Benecchi1 0.0 0.0
time_domain_TDS_Serpens_W40 Benecchi_Benecchi1 0.0 0.0
